# Y坐标, 温度 (x = 0.501883)
0.002075 300.063102
0.006225 300.189286
0.010375 300.315399
0.014525 300.441392
0.018675 300.567218
0.022825 300.692829
0.026975 300.818179
0.031125 300.943219
0.035275 301.067904
0.039425 301.192187
0.043575 301.316023
0.047725 301.439364
0.051875 301.562167
0.056025 301.684387
0.060175 301.805981
0.064325 301.926903
0.068475 302.047113
0.072625 302.166567
0.076775 302.285225
0.080925 302.403045
0.085075 302.519989
0.089225 302.636016
0.093375 302.751089
0.097525 302.865170
0.101675 302.978223
0.105825 303.090212
0.109975 303.201103
0.114125 303.310861
0.118275 303.419455
0.122425 303.526852
0.126575 303.633022
0.130725 303.737935
0.134875 303.841563
0.139025 303.943877
0.143175 304.044851
0.147325 304.144460
0.151475 304.242679
0.155625 304.339484
0.159775 304.434855
0.163925 304.528768
0.168075 304.621205
0.172225 304.712146
0.176375 304.801573
0.180525 304.889469
0.184675 304.975818
0.188825 305.060605
0.192975 305.143817
0.197125 305.225441
0.201275 305.305466
0.205425 305.383879
0.209575 305.460672
0.213725 305.535837
0.217875 305.609365
0.222025 305.681249
0.226175 305.751484
0.230325 305.820065
0.234475 305.886988
0.238625 305.952250
0.242775 306.015849
0.246925 306.077783
0.251075 306.138052
0.255225 306.196657
0.259375 306.253598
0.263525 306.308878
0.267675 306.362498
0.271825 306.414464
0.275975 306.464779
0.280125 306.513447
0.284275 306.560475
0.288425 306.605869
0.292575 306.649636
0.296725 306.691783
0.300875 306.732318
0.305025 306.771250
0.309175 306.808588
0.313325 306.844343
0.317475 306.878524
0.321625 306.911143
0.325775 306.942211
0.329925 306.971739
0.334075 306.999740
0.338225 307.026226
0.342375 307.051211
0.346525 307.074707
0.350675 307.096729
0.354825 307.117292
0.358975 307.136408
0.363125 307.154094
0.367275 307.170364
0.371425 307.185233
0.375575 307.198718
0.379725 307.210834
0.383875 307.221596
0.388025 307.231023
0.392175 307.239128
0.396325 307.245931
0.400475 307.251447
0.404625 307.255693
0.408775 307.258686
0.412925 307.260444
0.417075 307.260984
0.421225 307.260323
0.425375 307.258479
0.429525 307.255470
0.433675 307.251312
0.437825 307.246024
0.441975 307.239624
0.446125 307.232128
0.450275 307.223556
0.454425 307.213924
0.458575 307.203250
0.462725 307.191552
0.466875 307.178848
0.471025 307.165155
0.475175 307.150490
0.479325 307.134872
0.483475 307.118318
0.487625 307.100845
0.491775 307.082470
0.495925 307.063211
0.500075 307.043085
0.504225 307.022108
0.508375 307.000299
0.512525 306.977672
0.516675 306.954246
0.520825 306.930036
0.524975 306.905059
0.529125 306.879332
0.533275 306.852870
0.537425 306.825689
0.541575 306.797806
0.545725 306.769235
0.549875 306.739992
0.554025 306.710093
0.558175 306.679552
0.562325 306.648385
0.566475 306.616607
0.570625 306.584231
0.574775 306.551273
0.578925 306.517746
0.583075 306.483665
0.587225 306.449043
0.591375 306.413894
0.595525 306.378232
0.599675 306.342069
0.603825 306.305418
0.607975 306.268293
0.612125 306.230706
0.616275 306.192669
0.620425 306.154194
0.624575 306.115294
0.628725 306.075979
0.632875 306.036262
0.637025 305.996153
0.641175 305.955664
0.645325 305.914806
0.649475 305.873589
0.653625 305.832023
0.657775 305.790118
0.661925 305.747885
0.666075 305.705333
0.670225 305.662471
0.674375 305.619309
0.678525 305.575855
0.682675 305.532118
0.686825 305.488108
0.690975 305.443831
0.695125 305.399296
0.699275 305.354511
0.703425 305.309483
0.707575 305.264219
0.711725 305.218728
0.715875 305.173014
0.720025 305.127086
0.724175 305.080949
0.728325 305.034609
0.732475 304.988073
0.736625 304.941345
0.740775 304.894432
0.744925 304.847339
0.749075 304.800070
0.753225 304.752630
0.757375 304.705023
0.761525 304.657255
0.765675 304.609328
0.769825 304.561246
0.773975 304.513013
0.778125 304.464633
0.782275 304.416107
0.786425 304.367440
0.790575 304.318633
0.794725 304.269689
0.798875 304.220610
0.803025 304.171398
0.807175 304.122053
0.811325 304.072579
0.815475 304.022975
0.819625 303.973243
0.823775 303.923383
0.827925 303.873396
